year,county,hospital,total,cesarean_total,cesarean_repeat,vbac
2015,ALLEGHENY,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,9865,2710,224,67
2015,ALLEGHENY,ST CLAIR MEMORIAL HOSPITAL,1433,452,150,12
2015,ALLEGHENY,UPMC EAST,1,0,0,0
2015,ALLEGHENY,UPMC MERCY,1163,339,138,45
2015,ALLEGHENY,WEST PENN HOSPITAL,3709,1287,514,106
2015,ARMSTRONG,ACMH,475,131,75,12
2015,BEAVER,CURAHEALTH HERITAGE VALLEY,1110,353,99,21
2015,BEDFORD,UPMC BEDFORD MEMORIAL,317,106,47,2
2015,BERKS,READING HOSPITAL,3483,1069,474,136
2015,BERKS,ST JOSEPH MEDICAL CENTER,746,234,113,10
2015,BLAIR,NASON HOSPITAL,406,98,52,0
2015,BLAIR,UPMC ALTOONA,1030,259,84,18
2015,BRADFORD,ROBERT PACKER HOSPITAL,855,226,112,9
2015,BUCKS,DOYLESTOWN HOSPITAL,1228,493,184,15
2015,BUCKS,GRAND VIEW HOSPITAL,1264,374,27,3
2015,BUCKS,ST MARY MEDICAL CENTER,2355,910,380,32
2015,BUTLER,BUTLER MEMORIAL HOSPITAL,888,250,102,16
2015,CAMBRIA,CONEMAUGH MEMORIAL MEDICAL CENTER,1611,373,162,62
2015,CARBON,GNADEN HUETTEN MEMORIAL HOSPITAL,4,0,0,1
2015,CENTRE,MOUNT NITTANY MEDICAL CENTER,1375,322,148,28
2015,CHESTER,BRANDYWINE HOSPITAL,3,0,0,1
2015,CHESTER,CHESTER COUNTY HOSPITAL,2616,723,342,68
2015,CHESTER,JENNERSVILLE REGIONAL HOSPITAL,320,64,31,24
2015,CHESTER,MAIN LINE HEALTH PAOLI HOSPITAL,2251,765,336,27
2015,CHESTER,PHOENIXVILLE HOSPITAL,690,213,111,26
2015,CLARION,CLARION HOSPITAL,127,41,18,3
2015,CLEARFIELD,PENN HIGHLANDS DUBOIS,1142,322,128,29
2015,CLINTON,LOCK HAVEN HOSPITAL,137,35,5,0
2015,COLUMBIA,BERWICK HOSPITAL CENTER,150,70,17,0
2015,COLUMBIA,GEISINGER-BLOOMSBURG HOSPITAL,263,51,12,0
2015,CRAWFORD,MEADVILLE MEDICAL CENTER,553,173,62,3
2015,CRAWFORD,TITUSVILLE AREA HOSPITAL,1,0,0,1
2015,CUMBERLAND,CARLISLE REGIONAL MEDICAL CENTER,431,125,58,6
2015,CUMBERLAND,HOLY SPIRIT HOSPITAL,1156,276,129,59
2015,DAUPHIN,MILTON S HERSHEY MEDICAL CENTER,1936,658,296,56
2015,DAUPHIN,PINNACLE HEALTH HOSPITALS,4049,1301,508,30
2015,DELAWARE,CROZER CHESTER MEDICAL CENTER,1438,434,209,40
2015,DELAWARE,DELAWARE COUNTY MEMORIAL HOSPITAL,1267,360,141,53
2015,DELAWARE,MERCY FITZGERALD HOSPITAL,1,0,0,0
2015,DELAWARE,RIDDLE MEMORIAL HOSPITAL,962,374,172,15
2015,DELAWARE,TAYLOR HOSPITAL,1,0,0,0
2015,ELK,PENN HIGHLANDS ELK,196,67,37,1
2015,ERIE,MILLCREEK COMMUNITY HOSPITAL,138,40,24,1
2015,ERIE,SAINT VINCENT HOSPITAL,1025,347,186,27
2015,ERIE,UPMC HAMOT,2313,924,406,39
2015,FAYETTE,UNIONTOWN HOSPITAL,945,299,148,17
2015,FRANKLIN,CHAMBERSBURG HOSPITAL,1316,349,164,41
2015,FRANKLIN,WAYNESBORO HOSPITAL,427,92,33,11
2015,HUNTINGDON,J C BLAIR MEMORIAL HOSPITAL,212,81,26,0
2015,INDIANA,INDIANA REGIONAL MEDICAL CENTER,567,136,65,4
2015,JEFFERSON,PUNXSUTAWNEY AREA HOSPITAL,129,52,20,0
2015,LACKAWANNA,MOSES TAYLOR HOSPITAL,2517,913,338,46
2015,LANCASTER,HEART OF LANCASTER REGIONAL MEDICAL CENTER,1069,408,129,37
2015,LANCASTER,LANCASTER GENERAL HOSPITAL,4249,1461,690,72
2015,LANCASTER,WELLSPAN EPHRATA COMMUNITY HOSPITAL,892,269,82,49
2015,LAWRENCE,UPMC JAMESON,160,40,21,1
2015,LEBANON,WELLSPAN GOOD SAMARITAN HOSPITAL,769,289,129,11
2015,LEHIGH,LEHIGH VALLEY HOSPITAL - 17TH ST,4340,1288,470,106
2015,LEHIGH,SACRED HEART HOSPITAL,305,85,34,10
2015,LEHIGH,ST LUKES HOSPITAL ALLENTOWN,1478,399,183,56
2015,LEHIGH,ST LUKES HOSPITAL BETHLEHEM,2223,760,361,57
2015,LUZERNE,GEISINGER WYOMING VALLEY MEDICAL CENTER,1532,448,235,39
2015,LUZERNE,LEHIGH VALLEY HOSPITAL - HAZLETON,710,262,129,4
2015,LUZERNE,WILKES-BARRE GENERAL HOSPITAL,1148,373,161,17
2015,LYCOMING,WILLIAMSPORT REGIONAL MEDICAL CENTER,1126,389,161,22
2015,MCKEAN,BRADFORD REGIONAL MEDICAL CENTER,233,56,25,11
2015,MERCER,SHARON REGIONAL HEALTH SYSTEM,348,83,32,8
2015,MERCER,UPMC HORIZON - SHENANGO,1036,309,108,23
2015,MIFFLIN,GEISINGER - LEWISTOWN HOSPITAL,564,181,62,9
2015,MONROE,POCONO MEDICAL CENTER,1014,325,146,20
2015,MONTGOMERY,ABINGTON MEMORIAL HOSPITAL,4798,1517,654,154
2015,MONTGOMERY,EINSTEIN MEDICAL CENTER MONTGOMERY,2032,561,248,91
2015,MONTGOMERY,HOLY REDEEMER HOSPITAL,2579,905,415,36
2015,MONTGOMERY,MAIN LINE HEALTH LANKENAU MEDICAL CENTER,2829,1007,450,55
2015,MONTGOMERY,MAIN LINE HOSPITAL BRYN MAWR,1541,528,157,31
2015,MONTGOMERY,POTTSTOWN MEMORIAL MEDICAL CENTER,482,157,68,5
2015,MONTOUR,GEISINGER MEDICAL CENTER,1867,575,200,57
2015,NORTHAMPTON,KINDRED HOSPITAL EASTON,406,166,51,1
2015,PHILADELPHIA,ALBERT EINSTEIN MEDICAL CENTER,2900,785,350,165
2015,PHILADELPHIA,ARIA HEALTH FRANKFORD,2,0,0,0
2015,PHILADELPHIA,ARIA HEALTH TORRESDALE,1,0,0,0
2015,PHILADELPHIA,CHILDRENS HOSPITAL OF PHILADELPHIA,444,273,58,1
2015,PHILADELPHIA,EPISCOPAL HOSPITAL,1,0,0,0
2015,PHILADELPHIA,HAHNEMANN UNIVERSITY HOSPITAL,2015,357,86,60
2015,PHILADELPHIA,HOSPITAL OF THE UNIVERSITY OF PENNSYLVANIA,4070,1211,495,174
2015,PHILADELPHIA,JEANES HOSPITAL,1,0,0,0
2015,PHILADELPHIA,MERCY PHILADELPHIA HOSPITAL,1,0,0,0
2015,PHILADELPHIA,NAZARETH HOSPITAL,3,0,0,0
2015,PHILADELPHIA,PA HSP OF THE UNIVER OF PA HEALTH SYS,5098,1641,605,135
2015,PHILADELPHIA,ST CHRISTOPHERS HOSPITAL FOR CHILDREN,1,0,0,0
2015,PHILADELPHIA,TEMPLE UNIVERSITY HOSPITAL,2881,845,415,128
2015,PHILADELPHIA,THOMAS JEFFERSON UNIVERSITY HOSPITAL,1914,604,258,84
2015,POTTER,CHARLES COLE MEMORIAL HOSPITAL,205,78,34,2
2015,SCHUYLKILL,SCHUYLKILL MEDICAL CENTER - S JACKSON ST,718,209,82,5
2015,SOMERSET,SOMERSET HOSPITAL,347,97,22,3
2015,TIOGA,SOLDIERS & SAILORS MEMORIAL HOSPITAL,272,88,46,0
2015,UNION,EVANGELICAL COMMUNITY HOSPITAL,897,344,139,14
2015,VENANGO,UPMC NORTHWEST MEDICAL CENTER - SENECA,717,259,94,6
2015,WARREN,WARREN GENERAL HOSPITAL,346,108,32,2
2015,WASHINGTON,MONONGAHELA VALLEY HOSPITAL,1,0,0,0
2015,WASHINGTON,WASHINGTON HOSPITAL,955,228,93,8
2015,WAYNE,WAYNE MEMORIAL HOSPITAL,457,139,58,0
2015,WESTMORELAND,EXCELA HEALTH WESTMORELAND REGIONAL HOSPITAL,1643,456,194,19
2015,WYOMING,TYLER MEMORIAL HOSPITAL,1,0,0,0
2015,YORK,HANOVER HOSPITAL,572,155,49,2
2015,YORK,MEMORIAL HOSPITAL,520,140,58,7
2015,YORK,WELLSPAN YORK HOSPITAL,3117,1052,469,75
2015,NA,FREESTANDING BIRTHING CENTER,1663,0,0,33
2015,NA,OTHER**,3061,1,0,129
2014,STATE TOTAL,NA,141425,43087,16988,3416
2014,ADAMS,WELLSPAN GETTYSBURG HOSPITAL,519,108,51,1
2014,ALLEGHENY,ALLEGHENY GENERAL HOSPITAL,1,1,0,0
2014,ALLEGHENY,ALLEGHENY VALLEY HOSPITAL,1,0,0,0
2014,ALLEGHENY,FORBES HOSPITAL,814,297,81,8
2014,ALLEGHENY,HERITAGE VALLEY SEWICKLEY,787,318,142,13
2014,ALLEGHENY,JEFFERSON HOSPITAL,32,8,3,0
2014,ALLEGHENY,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,10812,3066,716,256
2014,ALLEGHENY,ST CLAIR MEMORIAL HOSPITAL,1290,401,144,5
2014,ALLEGHENY,UPMC MERCY,1349,418,156,23
2014,ALLEGHENY,WEST PENN HOSPITAL,3454,1157,498,115
2014,ARMSTRONG,ACMH,565,188,84,3
2014,BEAVER,HERITAGE VALLEY BEAVER,1099,363,107,16
2014,BEDFORD,UPMC BEDFORD MEMORIAL,301,107,50,4
2014,BERKS,READING HOSPITAL,3704,1113,499,132
2014,BERKS,ST JOSEPH MEDICAL CENTER,729,213,104,9
2014,BLAIR,NASON HOSPITAL,457,105,59,2
2014,BLAIR,UPMC ALTOONA,1026,268,75,20
2014,BRADFORD,ROBERT PACKER HOSPITAL,946,251,99,19
2014,BUCKS,DOYLESTOWN HOSPITAL,1314,548,241,10
2014,BUCKS,GRAND VIEW HOSPITAL,1307,386,60,3
2014,BUCKS,ST MARY MEDICAL CENTER,2420,894,316,27
2014,BUTLER,BUTLER MEMORIAL HOSPITAL,733,195,82,24
2014,CAMBRIA,CONEMAUGH MEMORIAL MEDICAL CENTER,1617,373,147,53
2014,CAMBRIA,CONEMAUGH MINERS MEDICAL CENTER,1,0,0,0
2014,CARBON,GNADEN HUETTEN MEMORIAL HOSPITAL,1,0,0,0
2014,CENTRE,MOUNT NITTANY MEDICAL CENTER,1388,337,156,16
2014,CHESTER,BRANDYWINE HOSPITAL,1,0,0,1
2014,CHESTER,CHESTER COUNTY HOSPITAL,2490,734,330,79
2014,CHESTER,JENNERSVILLE REGIONAL HOSPITAL,357,74,38,24
2014,CHESTER,MAIN LINE HEALTH PAOLI HOSPITAL,2306,827,347,40
2014,CHESTER,PHOENIXVILLE HOSPITAL,741,235,100,18
2014,CLARION,CLARION HOSPITAL,123,48,29,5
2014,CLEARFIELD,PENN HIGHLANDS CLEARFIELD,33,11,4,0
2014,CLEARFIELD,PENN HIGHLANDS DUBOIS,1161,308,126,33
2014,CLINTON,LOCK HAVEN HOSPITAL,125,42,13,0
2014,COLUMBIA,BERWICK HOSPITAL CENTER,167,75,11,0
2014,COLUMBIA,GEISINGER-BLOOMSBURG HOSPITAL,268,85,30,0
2014,CRAWFORD,MEADVILLE MEDICAL CENTER,568,183,72,2
2014,CRAWFORD,TITUSVILLE AREA HOSPITAL,38,16,6,1
2014,CUMBERLAND,CARLISLE REGIONAL MEDICAL CENTER,443,116,37,5
2014,CUMBERLAND,HOLY SPIRIT HOSPITAL,1192,290,129,65
2014,DAUPHIN,MILTON S HERSHEY MEDICAL CENTER,1926,666,307,54
2014,DAUPHIN,PINNACLE HEALTH HOSPITALS,4092,1310,497,31
2014,DELAWARE,CROZER CHESTER MEDICAL CENTER,1546,465,212,35
2014,DELAWARE,DELAWARE COUNTY MEMORIAL HOSPITAL,1396,432,133,50
2014,DELAWARE,RIDDLE MEMORIAL HOSPITAL,977,374,132,7
2014,ELK,PENN HIGHLANDS ELK,192,71,34,4
2014,ERIE,MILLCREEK COMMUNITY HOSPITAL,127,40,17,3
2014,ERIE,SAINT VINCENT HOSPITAL,1221,460,225,20
2014,ERIE,UPMC HAMOT,2236,950,430,44
2014,FAYETTE,UNIONTOWN HOSPITAL,991,344,171,14
2014,FRANKLIN,CHAMBERSBURG HOSPITAL,1303,316,152,46
2014,FRANKLIN,WAYNESBORO HOSPITAL,405,115,41,8
2014,HUNTINGDON,J C BLAIR MEMORIAL HOSPITAL,239,72,35,0
2014,INDIANA,INDIANA REGIONAL MEDICAL CENTER,580,132,40,4
2014,JEFFERSON,PUNXSUTAWNEY AREA HOSPITAL,140,64,24,0
2014,LACKAWANNA,MOSES TAYLOR HOSPITAL,2564,947,397,30
2014,LANCASTER,HEART OF LANCASTER REGIONAL MEDICAL CENTER,989,374,128,35
2014,LANCASTER,LANCASTER GENERAL HOSPITAL,4363,1447,644,74
2014,LANCASTER,WELLSPAN EPHRATA COMMUNITY HOSPITAL,898,272,78,48
2014,LAWRENCE,UPMC JAMESON,345,93,47,8
2014,LEBANON,WELLSPAN GOOD SAMARITAN HOSPITAL,772,293,99,13
2014,LEHIGH,LEHIGH VALLEY HOSPITAL - 17TH ST,4417,1304,468,139
2014,LEHIGH,SACRED HEART HOSPITAL,351,110,45,3
2014,LEHIGH,ST LUKES HOSPITAL ALLENTOWN,1351,399,188,53
2014,LEHIGH,ST LUKES HOSPITAL BETHLEHEM,2116,680,297,66
2014,LUZERNE,GEISINGER WYOMING VALLEY MEDICAL CENTER,1666,484,244,51
2014,LUZERNE,LEHIGH VALLEY HOSPITAL - HAZLETON,636,194,111,6
2014,LUZERNE,WILKES-BARRE GENERAL HOSPITAL,1116,343,127,27
2014,LYCOMING,WILLIAMSPORT REGIONAL MEDICAL CENTER,1226,401,164,27
2014,MCKEAN,BRADFORD REGIONAL MEDICAL CENTER,242,83,42,5
2014,MERCER,GROVE CITY MEDICAL CENTER,86,44,22,1
2014,MERCER,SHARON REGIONAL HEALTH SYSTEM,368,95,29,7
2014,MERCER,UPMC HORIZON - SHENANGO,974,283,110,26
2014,MIFFLIN,GEISINGER - LEWISTOWN HOSPITAL,559,182,63,12
2014,MONROE,POCONO MEDICAL CENTER,1045,331,137,15
2014,MONTGOMERY,ABINGTON MEMORIAL HOSPITAL,4571,1518,710,129
2014,MONTGOMERY,EINSTEIN MEDICAL CENTER MONTGOMERY,2004,601,251,93
2014,MONTGOMERY,HOLY REDEEMER HOSPITAL,2704,919,401,35
2014,MONTGOMERY,MAIN LINE HEALTH LANKENAU MEDICAL CENTER,2860,1056,467,51
2014,MONTGOMERY,MAIN LINE HOSPITAL BRYN MAWR,1650,575,186,22
2014,MONTGOMERY,POTTSTOWN MEMORIAL MEDICAL CENTER,513,165,85,7
2014,MONTOUR,GEISINGER MEDICAL CENTER,1776,538,200,51
2014,NORTHAMPTON,KINDRED HOSPITAL EASTON,457,185,52,2
2014,PHILADELPHIA,ALBERT EINSTEIN MEDICAL CENTER,2821,914,372,98
2014,PHILADELPHIA,ARIA HEALTH FRANKFORD,2,0,0,0
2014,PHILADELPHIA,ARIA HEALTH TORRESDALE,1,0,0,0
2014,PHILADELPHIA,CHESTNUT HILL HOSPITAL,1,0,0,0
2014,PHILADELPHIA,CHILDRENS HOSPITAL OF PHILADELPHIA,396,258,47,2
2014,PHILADELPHIA,HAHNEMANN UNIVERSITY HOSPITAL,2063,456,81,44
2014,PHILADELPHIA,HOSPITAL OF THE UNIVERSITY OF PENNSYLVANIA,4235,1311,498,161
2014,PHILADELPHIA,MERCY PHILADELPHIA HOSPITAL,1,0,0,0
2014,PHILADELPHIA,METHODIST HOSPITAL,1,0,0,0
2014,PHILADELPHIA,NAZARETH HOSPITAL,1,0,0,0
2014,PHILADELPHIA,PA HSP OF THE UNIVER OF PA HEALTH SYS,4786,1572,612,154
2014,PHILADELPHIA,ROXBOROUGH MEMORIAL HOSPITAL,1,0,0,0
2014,PHILADELPHIA,TEMPLE UNIVERSITY HOSPITAL,2967,938,475,133
2014,PHILADELPHIA,THOMAS JEFFERSON UNIVERSITY HOSPITAL,1947,509,191,78
2014,POTTER,CHARLES COLE MEMORIAL HOSPITAL,186,87,31,0
2014,SCHUYLKILL,SCHUYLKILL MEDICAL CENTER - S JACKSON ST,815,242,92,15
2014,SOMERSET,SOMERSET HOSPITAL,394,93,16,4
2014,TIOGA,SOLDIERS & SAILORS MEMORIAL HOSPITAL,324,101,40,1
2014,UNION,EVANGELICAL COMMUNITY HOSPITAL,952,340,132,10
2014,VENANGO,UPMC NORTHWEST MEDICAL CENTER - SENECA,629,224,90,10
2014,WARREN,WARREN GENERAL HOSPITAL,348,100,28,4
2014,WASHINGTON,MONONGAHELA VALLEY HOSPITAL,2,0,0,1
2014,WASHINGTON,WASHINGTON HOSPITAL,1016,213,82,27
2014,WAYNE,WAYNE MEMORIAL HOSPITAL,439,124,59,2
2014,WESTMORELAND,EXCELA HEALTH WESTMORELAND REG HSP,1609,438,205,32
2014,YORK,HANOVER HOSPITAL,553,141,52,0
2014,YORK,MEMORIAL HOSPITAL,514,120,56,7
2014,YORK,WELLSPAN YORK HOSPITAL,3163,1019,444,69
2014,NA,FREESTANDING BIRTHING CENTER,1782,0,0,50
2014,NA,OTHER**,2806,1,1,126
2013,STATE TOTAL,NA,140067,43882,17098,2869
2013,ADAMS,GETTYSBURG HOSPITAL,533,154,75,1
2013,ALLEGHENY,FORBES HOSPITAL,774,292,85,11
2013,ALLEGHENY,HERITAGE VALLEY SEWICKLEY,850,364,165,7
2013,ALLEGHENY,MAGEE WOMENS HSP OF UPMC HEALTH SYS,10921,3273,789,190
2013,ALLEGHENY,OHIO VALLEY GENERAL HOSPITAL,1,0,0,0
2013,ALLEGHENY,ST CLAIR MEMORIAL HOSPITAL,1331,461,172,2
2013,ALLEGHENY,UPMC EAST,1,0,0,0
2013,ALLEGHENY,UPMC MERCY,1563,491,182,26
2013,ALLEGHENY,WEST PENN HOSPITAL,3053,1131,497,79
2013,ARMSTRONG,ACMH,622,246,120,5
2013,BEAVER,HERITAGE VALLEY BEAVER,943,303,76,13
2013,BEDFORD,UPMC BEDFORD MEMORIAL,291,110,54,2
2013,BERKS,READING HOSPITAL,3675,1118,458,95
2013,BERKS,ST JOSEPH MEDICAL CENTER,676,187,75,9
2013,BLAIR,NASON HOSPITAL,567,154,68,7
2013,BLAIR,UPMC ALTOONA,1031,292,97,16
2013,BRADFORD,GUTHRIE TOWANDA MEMORIAL HOSPITAL,130,48,19,0
2013,BRADFORD,ROBERT PACKER HOSPITAL,753,214,44,6
2013,BUCKS,DOYLESTOWN HOSPITAL,1192,471,196,9
2013,BUCKS,GRAND VIEW HOSPITAL,1263,390,66,9
2013,BUCKS,ST MARY MEDICAL CENTER,2408,931,324,29
2013,BUTLER,BUTLER MEMORIAL HOSPITAL,723,208,77,11
2013,CAMBRIA,CONEMAUGH MEMORIAL MEDICAL CENTER,1483,388,165,34
2013,CENTRE,MOUNT NITTANY MEDICAL CENTER,1321,352,166,27
2013,CHESTER,BRANDYWINE HOSPITAL,2,0,0,0
2013,CHESTER,CHESTER COUNTY HOSPITAL,2258,677,307,45
2013,CHESTER,JENNERSVILLE REGIONAL HOSPITAL,362,62,31,24
2013,CHESTER,MAIN LINE HEALTH PAOLI HOSPITAL,2412,897,372,29
2013,CHESTER,PHOENIXVILLE HOSPITAL,769,234,97,30
2013,CLARION,CLARION HOSPITAL,153,64,31,1
2013,CLEARFIELD,PENN HIGHLANDS CLEARFIELD,167,42,11,0
2013,CLEARFIELD,PENN HIGHLANDS DUBOIS,972,305,98,14
2013,CLINTON,LOCK HAVEN HOSPITAL,146,49,8,0
2013,COLUMBIA,BERWICK HOSPITAL CENTER,132,51,10,2
2013,COLUMBIA,GEISINGER-BLOOMSBURG HOSPITAL,194,69,29,0
2013,CRAWFORD,MEADVILLE MEDICAL CENTER,553,184,81,0
2013,CRAWFORD,TITUSVILLE AREA HOSPITAL,142,41,17,1
2013,CUMBERLAND,CARLISLE REGIONAL MEDICAL CENTER,491,184,64,2
2013,CUMBERLAND,HOLY SPIRIT HOSPITAL,1210,279,125,54
2013,DAUPHIN,MILTON S HERSHEY MEDICAL CENTER,1868,692,299,54
2013,DAUPHIN,PINNACLE HEALTH HOSPITALS,3962,1276,496,14
2013,DELAWARE,CROZER CHESTER MEDICAL CENTER,1590,519,229,34
2013,DELAWARE,DELAWARE COUNTY MEMORIAL HOSPITAL,1672,508,208,61
2013,DELAWARE,RIDDLE MEMORIAL HOSPITAL,974,378,189,5
2013,ELK,PENN HIGHLANDS ELK,220,66,29,0
2013,ERIE,CORRY MEMORIAL HOSPITAL,2,0,0,0
2013,ERIE,MILLCREEK COMMUNITY HOSPITAL,126,46,21,2
2013,ERIE,SAINT VINCENT HOSPITAL,952,322,154,19
2013,ERIE,UPMC HAMOT,2367,909,415,49
2013,FAYETTE,UNIONTOWN HOSPITAL,1018,365,154,11
2013,FRANKLIN,CHAMBERSBURG HOSPITAL,1365,363,188,31
2013,FRANKLIN,WAYNESBORO HOSPITAL,403,83,30,8
2013,HUNTINGDON,J C BLAIR MEMORIAL HOSPITAL,223,65,28,3
2013,INDIANA,INDIANA REGIONAL MEDICAL CENTER,554,133,45,7
2013,JEFFERSON,PUNXSUTAWNEY AREA HOSPITAL,124,52,17,0
2013,LACKAWANNA,MOSES TAYLOR HOSPITAL,2579,962,319,39
2013,LANCASTER,EPHRATA COMMUNITY HOSPITAL,834,272,86,41
2013,LANCASTER,HEART OF LANCASTER REGIONAL MEDICAL CENTER,933,348,86,22
2013,LANCASTER,LANCASTER GENERAL HOSPITAL,4272,1446,615,81
2013,LAWRENCE,ELLWOOD CITY HOSPITAL,127,44,23,4
2013,LAWRENCE,JAMESON MEMORIAL HOSPITAL,469,145,60,7
2013,LEBANON,GOOD SAMARITAN HOSPITAL,766,287,66,7
2013,LEHIGH,LEHIGH VALLEY HOSPITAL - 17TH ST,4195,1219,455,119
2013,LEHIGH,SACRED HEART HOSPITAL,362,98,37,8
2013,LEHIGH,ST LUKES HOSPITAL ALLENTOWN,1341,408,170,39
2013,LEHIGH,ST LUKES HOSPITAL BETHLEHEM,2361,819,352,65
2013,LUZERNE,GEISINGER WYOMING VALLEY MEDICAL CENTER,1712,595,310,33
2013,LUZERNE,LEHIGH VALLEY HOSPITAL - HAZLETON,630,210,117,7
2013,LUZERNE,NESBITT MEMORIAL HOSPITAL,1046,343,119,18
2013,LUZERNE,WILKES-BARRE GENERAL HOSPITAL,69,21,7,1
2013,LYCOMING,WILLIAMSPORT REGIONAL MEDICAL CENTER,1233,401,177,19
2013,MCKEAN,BRADFORD REGIONAL MEDICAL CENTER,292,92,40,0
2013,MERCER,GROVE CITY MEDICAL CENTER,156,65,23,0
2013,MERCER,SHARON REGIONAL HEALTH SYSTEM,263,74,34,10
2013,MERCER,UPMC HORIZON - SHENANGO,773,225,89,4
2013,MIFFLIN,GEISINGER - LEWISTOWN HOSPITAL,522,163,76,10
2013,MONROE,POCONO MEDICAL CENTER,945,343,102,7
2013,MONTGOMERY,ABINGTON MEMORIAL HOSPITAL,4635,1526,661,112
2013,MONTGOMERY,EINSTEIN MEDICAL CENTER MONTGOMERY,1777,494,220,67
2013,MONTGOMERY,HOLY REDEEMER HOSPITAL,2709,1053,448,26
2013,MONTGOMERY,MAIN LINE HEALTH LANKENAU MEDICAL CENTER,2764,1071,459,40
2013,MONTGOMERY,MAIN LINE HOSPITAL BRYN MAWR,1586,566,165,16
2013,MONTGOMERY,POTTSTOWN MEMORIAL MEDICAL CENTER,520,196,97,9
2013,MONTOUR,GEISINGER MEDICAL CENTER,1782,576,230,65
2013,NORTHAMPTON,KINDRED HOSPITAL EASTON,455,168,50,2
2013,PHILADELPHIA,ALBERT EINSTEIN MEDICAL CENTER,2836,761,323,133
2013,PHILADELPHIA,ARIA HEALTH FRANKFORD,1,0,0,0
2013,PHILADELPHIA,ARIA HEALTH TORRESDALE,3,0,0,0
2013,PHILADELPHIA,CHILDRENS HOSPITAL OF PHILADELPHIA,413,272,58,1
2013,PHILADELPHIA,HAHNEMANN UNIVERSITY HOSPITAL,2174,498,94,31
2013,PHILADELPHIA,HOSPITAL OF THE UNIVERSITY OF PENNSYLVANIA,4052,1253,498,136
2013,PHILADELPHIA,MERCY PHILADELPHIA HOSPITAL,1,0,0,0
2013,PHILADELPHIA,NAZARETH HOSPITAL,3,0,0,0
2013,PHILADELPHIA,PA HSP OF THE UNIVER OF PA HEALTH SYS,4544,1580,620,122
2013,PHILADELPHIA,TEMPLE UNIVERSITY HOSPITAL,2960,910,403,111
2013,PHILADELPHIA,THOMAS JEFFERSON UNIVERSITY HOSPITAL,1898,528,228,67
2013,POTTER,CHARLES COLE MEMORIAL HOSPITAL,238,83,37,1
2013,SCHUYLKILL,SCHUYLKILL MEDICAL CENTER - S JACKSON ST,869,250,99,3
2013,SOMERSET,SOMERSET HOSPITAL,350,91,25,3
2013,SOMERSET,WINDBER  MEDICAL CENTER,66,17,8,0
2013,TIOGA,SOLDIERS & SAILORS MEMORIAL HOSPITAL,259,95,35,0
2013,UNION,EVANGELICAL COMMUNITY HOSPITAL,940,349,143,5
2013,VENANGO,UPMC NORTHWEST MEDICAL CENTER - SENECA,575,182,79,9
2013,WARREN,WARREN GENERAL HOSPITAL,353,133,38,4
2013,WASHINGTON,MONONGAHELA VALLEY HOSPITAL,3,0,0,0
2013,WASHINGTON,WASHINGTON HOSPITAL,1005,246,108,15
2013,WAYNE,WAYNE MEMORIAL HOSPITAL,407,116,52,10
2013,WESTMORELAND,EXCELA HEALTH WESTMORELAND REG HSP,1689,463,217,23
2013,YORK,HANOVER HOSPITAL,621,168,72,2
2013,YORK,MEMORIAL HOSPITAL,588,158,72,8
2013,YORK,YORK HOSPITAL,3077,1006,443,78
2013,NA,FREESTANDING BIRTHING CENTER,1692,0,0,26
2013,NA,OTHER**,2854,0,0,115
2012,STATE TOTAL,NA,142011,44812,16850,2894
2012,ADAMS,GETTYSBURG HSP,496,116,63,2
2012,ALLEGHENY,HERITAGE VALLEY SEWICKLEY,831,355,144,9
2012,ALLEGHENY,JEFFERSON REGIONAL MEDICAL CENTER,2,0,0,1
2012,ALLEGHENY,MAGEE WOMENS HSP OF UPMC HEALTH SYS,10656,3138,761,192
2012,ALLEGHENY,ST CLAIR MEMORIAL HSP,1276,423,126,5
2012,ALLEGHENY,UPMC MCKEESPORT,1,0,0,0
2012,ALLEGHENY,UPMC MERCY,1607,531,189,39
2012,ALLEGHENY,UPMC SHADYSIDE,2,1,0,0
2012,ALLEGHENY,WESTERN PA HSP FORBES REGIONAL CAMPUS,800,304,85,3
2012,ALLEGHENY,WESTERN PENNSYLVANIA HSP,2972,1176,455,74
2012,ARMSTRONG,ARMSTRONG COUNTY MEMORIAL HSP,633,233,124,12
2012,BEAVER,HERITAGE VALLEY BEAVER,978,304,89,12
2012,BEDFORD,UPMC BEDFORD,290,124,63,3
2012,BERKS,READING HSP & MEDICAL CENTER,3676,1136,470,113
2012,BERKS,ST JOSEPH MEDICAL CENTER READING,706,195,77,10
2012,BLAIR,ALTOONA REGIONAL HEALTH SYSTEM,1073,291,90,15
2012,BLAIR,NASON HSP,539,138,63,13
2012,BRADFORD,MEMORIAL HSP INC TOWANDA,180,76,32,1
2012,BRADFORD,ROBERT PACKER HSP,749,224,59,5
2012,BUCKS,DOYLESTOWN HSP,1194,476,204,8
2012,BUCKS,FRANKFORD HSP-BUCKS CAMPUS,1,0,0,0
2012,BUCKS,GRAND VIEW HSP,1566,509,153,7
2012,BUCKS,LOWER BUCKS HSP,969,427,169,10
2012,BUCKS,ST MARY MEDICAL CENTER,2040,814,264,13
2012,BUTLER,BUTLER MEMORIAL HSP,676,190,71,5
